axis	row	probe	point	verdict	defect	ledger_status	decided_by
D	form|yaml|computed_metrics.<name>.levels|map	map	report	REFUSES	no	PROMISED	refused
D	form|yaml|computed_metrics.<name>.levels|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|computed_metrics.<name>.levels|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|computed_metrics.<name>.levels|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|computed_metrics.<name>.threshold|bool	bool	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>.threshold|float	float	report	NOT OBSERVABLE	no	DECIDED	omitted == equivalent
D	form|yaml|computed_metrics.<name>.threshold|int	int	report	NOT OBSERVABLE	no	DECIDED	omitted == equivalent
D	form|yaml|computed_metrics.<name>.threshold|list	list	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>.threshold|map	map	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>.threshold|null	null	report	NOT OBSERVABLE	no	DECIDED	omitted == equivalent
D	form|yaml|computed_metrics.<name>.threshold|string-nonnumber	string-nonnumber	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>.threshold|string-number	string-number	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>.warning|bool	bool	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>.warning|float	float	report	NOT OBSERVABLE	no	DECIDED	omitted == equivalent
D	form|yaml|computed_metrics.<name>.warning|int	int	report	NOT OBSERVABLE	no	DECIDED	omitted == equivalent
D	form|yaml|computed_metrics.<name>.warning|list	list	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>.warning|map	map	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>.warning|null	null	report	NOT OBSERVABLE	no	DECIDED	omitted == equivalent
D	form|yaml|computed_metrics.<name>.warning|string-nonnumber	string-nonnumber	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>.warning|string-number	string-number	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>|bool	bool	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>|float	float	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>|int	int	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>|list	list	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>|map	map	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>|null	null	report	NOT OBSERVABLE	no	DECIDED	omitted == equivalent
D	form|yaml|computed_metrics.<name>|string-nonnumber	string-nonnumber	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics.<name>|string-number	string-number	report	REFUSES	no	DECIDED	refused
D	form|yaml|computed_metrics|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|computed_metrics|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|computed_metrics|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|computed_metrics|list	list	report	REFUSES	no	PROMISED	refused
D	form|yaml|computed_metrics|map	map	report	REFUSES	yes	PROMISED	refused a form it promised
D	form|yaml|computed_metrics|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|computed_metrics|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|computed_metrics|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling.framework_namespaces|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling.framework_namespaces|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling.framework_namespaces|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling.framework_namespaces|list	list	report	OK	no	PROMISED	effect distinguishable and the producer reachable
D	form|yaml|coupling.framework_namespaces|map	map	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling.framework_namespaces|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|coupling.framework_namespaces|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling.framework_namespaces|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling|list	list	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling|map	map	report	REFUSES	yes	PROMISED	refused a form it promised
D	form|yaml|coupling|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|coupling|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|coupling|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|disabled_rules|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|disabled_rules|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|disabled_rules|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|disabled_rules|list	list	report	OK	no	PROMISED	effect distinguishable and the producer reachable
D	form|yaml|disabled_rules|map	map	report	REFUSES	no	PROMISED	refused
D	form|yaml|disabled_rules|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|disabled_rules|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|disabled_rules|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude_health|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude_health|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude_health|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude_health|list	list	report	OK	no	PROMISED	effect distinguishable and the producer reachable
D	form|yaml|exclude_health|map	map	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude_health|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|exclude_health|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude_health|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude|list	list	report	OK	no	PROMISED	effect distinguishable and the producer reachable
D	form|yaml|exclude|map	map	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|exclude|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|exclude|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|fail_on|bool	bool	report	REFUSES	no	DECIDED	refused
D	form|yaml|fail_on|float	float	report	REFUSES	no	DECIDED	refused
D	form|yaml|fail_on|int	int	report	REFUSES	no	DECIDED	refused
D	form|yaml|fail_on|list	list	report	REFUSES	no	DECIDED	refused
D	form|yaml|fail_on|map	map	report	REFUSES	no	DECIDED	refused
D	form|yaml|fail_on|null	null	report	OK	no	DECIDED	`~` behaved as an omitted key
D	form|yaml|fail_on|string-nonnumber	string-nonnumber	report	REFUSES	yes	DECIDED	refused a form it promised
D	form|yaml|fail_on|string-number	string-number	report	REFUSES	no	DECIDED	refused
D	form|yaml|format|bool	bool	report	REFUSES	no	DECIDED	refused
D	form|yaml|format|float	float	report	REFUSES	no	DECIDED	refused
D	form|yaml|format|int	int	report	REFUSES	no	DECIDED	refused
D	form|yaml|format|list	list	report	REFUSES	no	DECIDED	refused
D	form|yaml|format|map	map	report	REFUSES	no	DECIDED	refused
D	form|yaml|format|null	null	report	OK	no	DECIDED	`~` behaved as an omitted key
D	form|yaml|format|string-nonnumber	string-nonnumber	report	REFUSES	yes	DECIDED	refused a form it promised
D	form|yaml|format|string-number	string-number	report	REFUSES	no	DECIDED	refused
D	form|yaml|include_generated|bool	bool	report	OK	no	PROMISED	effect distinguishable and the producer reachable
D	form|yaml|include_generated|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|include_generated|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|include_generated|list	list	report	REFUSES	no	PROMISED	refused
D	form|yaml|include_generated|map	map	report	REFUSES	no	PROMISED	refused
D	form|yaml|include_generated|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|include_generated|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|include_generated|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|memory_limit|bool	bool	report	REFUSES	no	DECIDED	refused
D	form|yaml|memory_limit|float	float	report	REFUSES	no	DECIDED	refused
D	form|yaml|memory_limit|int	int	report	REFUSES	no	DECIDED	refused
D	form|yaml|memory_limit|list	list	report	REFUSES	no	DECIDED	refused
D	form|yaml|memory_limit|map	map	report	REFUSES	no	DECIDED	refused
D	form|yaml|memory_limit|null	null	report	OK	no	DECIDED	`~` behaved as an omitted key
D	form|yaml|memory_limit|string-nonnumber	string-nonnumber	report	REFUSES	yes	DECIDED	refused a form it promised
D	form|yaml|memory_limit|string-number	string-number	report	REFUSES	no	DECIDED	refused
D	form|yaml|only_rules|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|only_rules|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|only_rules|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|only_rules|list	list	report	OK	no	PROMISED	effect distinguishable and the producer reachable
D	form|yaml|only_rules|map	map	report	REFUSES	no	PROMISED	refused
D	form|yaml|only_rules|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|only_rules|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|only_rules|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|parallel.workers|bool	bool	report	REFUSES	no	DECIDED	refused
D	form|yaml|parallel.workers|float	float	report	REFUSES	no	DECIDED	refused
D	form|yaml|parallel.workers|int	int	report	OK	no	DECIDED	effect distinguishable and the producer reachable
D	form|yaml|parallel.workers|list	list	report	REFUSES	no	DECIDED	refused
D	form|yaml|parallel.workers|map	map	report	REFUSES	no	DECIDED	refused
D	form|yaml|parallel.workers|null	null	report	OK	no	DECIDED	`~` behaved as an omitted key
D	form|yaml|parallel.workers|string-nonnumber	string-nonnumber	report	REFUSES	no	DECIDED	refused
D	form|yaml|parallel.workers|string-number	string-number	report	REFUSES	no	DECIDED	refused
D	form|yaml|parallel|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|parallel|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|parallel|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|parallel|list	list	report	REFUSES	no	PROMISED	refused
D	form|yaml|parallel|map	map	report	REFUSES	yes	PROMISED	refused a form it promised
D	form|yaml|parallel|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|parallel|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|parallel|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|paths|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|paths|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|paths|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|paths|list	list	report	OK	no	PROMISED	effect distinguishable and the producer reachable
D	form|yaml|paths|map	map	report	REFUSES	no	PROMISED	refused
D	form|yaml|paths|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|paths|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|paths|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_namespaces|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_namespaces|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_namespaces|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_namespaces|list	list	report	OK	no	PROMISED	effect distinguishable and the producer reachable
D	form|yaml|suppress_namespaces|map	map	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_namespaces|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|suppress_namespaces|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_namespaces|string-number	string-number	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_paths|bool	bool	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_paths|float	float	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_paths|int	int	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_paths|list	list	report	OK	no	PROMISED	effect distinguishable and the producer reachable
D	form|yaml|suppress_paths|map	map	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_paths|null	null	report	OK	no	PROMISED	`~` behaved as an omitted key
D	form|yaml|suppress_paths|string-nonnumber	string-nonnumber	report	REFUSES	no	PROMISED	refused
D	form|yaml|suppress_paths|string-number	string-number	report	REFUSES	no	PROMISED	refused
E	neighbourhood|annotation.directive|enabled|unused-directive-severity	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone is refused: refused-framed; pair kind 6-gate
E	neighbourhood|annotation.directive|unused-directive-severity|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|architecture.circular-dependency|direct-as-error|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|architecture.circular-dependency|direct-as-error|max-cycle-size	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate-vs-severity
E	neighbourhood|architecture.circular-dependency|enabled|direct-as-error	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|architecture.circular-dependency|enabled|max-cycle-size	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|architecture.circular-dependency|max-cycle-size|direct-as-error	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate-vs-severity
E	neighbourhood|architecture.circular-dependency|max-cycle-size|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|architecture.layer-violation|enabled|severity	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone is refused: refused-framed; pair kind 6-gate
E	neighbourhood|architecture.layer-violation|severity|empty-template-severity	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone is refused: refused-framed; pair kind 6-superseded-refused
E	neighbourhood|architecture.layer-violation|severity|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|architecture.layer-violation|severity|potential-shadow-severity	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone is refused: refused-framed; pair kind 6-superseded-refused
E	neighbourhood|architecture.layer-violation|severity|unreachable-layer-severity	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone is refused: refused-framed; pair kind 6-superseded-refused
E	neighbourhood|architecture.unassigned-class|mode|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-contradiction-refused
E	neighbourhood|code-smell.boolean-argument|allowed-prefixes|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.boolean-argument|allowed-prefixes|flag-promoted-properties	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-subject-vs-filter
E	neighbourhood|code-smell.boolean-argument|enabled|allowed-prefixes	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.boolean-argument|enabled|flag-promoted-properties	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.boolean-argument|flag-promoted-properties|allowed-prefixes	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-subject-vs-filter
E	neighbourhood|code-smell.boolean-argument|flag-promoted-properties|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.constructor-overinjection|enabled|error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.constructor-overinjection|enabled|threshold	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.constructor-overinjection|enabled|warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.constructor-overinjection|error|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.constructor-overinjection|error|threshold	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.constructor-overinjection|error|warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.constructor-overinjection|threshold|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.constructor-overinjection|threshold|error	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.constructor-overinjection|threshold|warning	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.constructor-overinjection|warning|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.constructor-overinjection|warning|error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.constructor-overinjection|warning|threshold	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.error-suppression|allowed-functions|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.error-suppression|enabled|allowed-functions	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|enabled|error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|enabled|threshold	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|enabled|vo-error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|enabled|vo-threshold	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|enabled|vo-warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|enabled|warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|error|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|error|threshold	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|error|vo-error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|error|vo-threshold	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|error|vo-warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|error|warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|threshold|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|threshold|error	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|threshold|vo-error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|threshold|vo-threshold	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|threshold|vo-warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|threshold|warning	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|vo-error|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|vo-error|error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|vo-error|threshold	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|vo-error|vo-threshold	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|vo-error|vo-warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|vo-error|warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|vo-threshold|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|vo-threshold|error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|vo-threshold|threshold	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|vo-threshold|vo-error	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|vo-threshold|vo-warning	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|vo-threshold|warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|vo-warning|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|vo-warning|error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|vo-warning|threshold	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|vo-warning|vo-error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|vo-warning|vo-threshold	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|vo-warning|warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|warning|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
E	neighbourhood|code-smell.long-parameter-list|warning|error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|warning|threshold	both	optionsObject	PRESENCE_REFUSED	yes	(none)	refused only because `~` stands beside the neighbour: refused-framed; pair kind 1-threshold-group-declared
E	neighbourhood|code-smell.long-parameter-list|warning|vo-error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|warning|vo-threshold	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.long-parameter-list|warning|vo-warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 4-cross-group-same-path
E	neighbourhood|code-smell.unreachable-code|enabled|error	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.unreachable-code|enabled|threshold	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.unreachable-code|enabled|warning	both	optionsObject	PRESENCE_NEUTRAL	no	(none)	`~` beside the neighbour changed nothing; pair kind 6-gate
E	neighbourhood|code-smell.unreachable-code|error|enabled	both	optionsObject	NOT OBSERVABLE	no	(none)	the neighbour alone changes nothing, so it has no effect to lose; pair kind 6-gate
