# INTERACTING RULE-OPTION KEY PAIRS
# The counting unit is producer rule name, not options class, because one class may serve several rules and threshold groups are keyed by rule name. Pairs are unordered and deduplicated within producer and kind.
# Keys come from the live rule registry and both halves of RuleOptionKeySet; hierarchical level slots are included. Interaction kind records explicit groups, heuristic threshold groups, flat-versus-level conflicts, and framework-owned relationships.
# The inventory contains 465 rows across 54 producers. It records key interaction, not runtime reachability or value precedence.
# Columns: kind, rule, options class, path or slot, key A, key B, interaction, source.
#
rule	options_class	path	key_a	key_b	kind	interaction	evidence
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\CboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)	enabled	namespace	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\CboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)	enabled	scope	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\CboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\CboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\CboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	namespace	namespace.enabled	namespace.error	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\NamespaceCboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	namespace	namespace.enabled	namespace.min-class-count	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\NamespaceCboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	namespace	namespace.enabled	namespace.threshold	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\NamespaceCboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	namespace	namespace.enabled	namespace.warning	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\NamespaceCboOptions
coupling.class-rank	Qualimetrix\Analysis\Evidence\Coupling\ClassRankOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassRankOptions
coupling.class-rank	Qualimetrix\Analysis\Evidence\Coupling\ClassRankOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassRankOptions
coupling.class-rank	Qualimetrix\Analysis\Evidence\Coupling\ClassRankOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassRankOptions
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	enabled	include-namespaces	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	enabled	max-distance-error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	enabled	max-distance-warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	enabled	min-class-count	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)	class	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class	class.enabled	class.max-error	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassInstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class	class.enabled	class.max-warning	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassInstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class	class.enabled	class.min-afferent	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassInstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class	class.enabled	class.threshold	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassInstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)	enabled	max-error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)	enabled	max-warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)	enabled	namespace	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.enabled	namespace.max-error	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\NamespaceInstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.enabled	namespace.max-warning	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\NamespaceInstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.enabled	namespace.min-afferent	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\NamespaceInstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.enabled	namespace.min-class-count	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\NamespaceInstabilityOptions
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.enabled	namespace.threshold	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\NamespaceInstabilityOptions
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	enabled	exclude-exceptions	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	enabled	exclude-promoted-only	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	enabled	exclude-readonly	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	enabled	min-members	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	enabled	wmc-threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	enabled	woc-threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions
design.dit	Qualimetrix\Analysis\Evidence\Design\Inheritance\InheritanceOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\Inheritance\InheritanceOptions
design.dit	Qualimetrix\Analysis\Evidence\Design\Inheritance\InheritanceOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\Inheritance\InheritanceOptions
design.dit	Qualimetrix\Analysis\Evidence\Design\Inheritance\InheritanceOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\Inheritance\InheritanceOptions
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	class-loc-threshold	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	enabled	exclude-readonly	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	enabled	lcom-threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	enabled	min-criteria	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	enabled	min-methods	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	enabled	tcc-threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	enabled	wmc-threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions
design.noc	Qualimetrix\Analysis\Evidence\Design\Inheritance\NocOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\Inheritance\NocOptions
design.noc	Qualimetrix\Analysis\Evidence\Design\Inheritance\NocOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\Inheritance\NocOptions
design.noc	Qualimetrix\Analysis\Evidence\Design\Inheritance\NocOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\Inheritance\NocOptions
design.type-coverage.param	Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions
design.type-coverage.param	Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions
design.type-coverage.param	Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions
design.type-coverage.property	Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions
design.type-coverage.property	Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions
design.type-coverage.property	Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions
design.type-coverage.return	Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions
design.type-coverage.return	Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions
design.type-coverage.return	Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Design\TypeCoverage\TypeCoverageOptions
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	enabled	min-lines	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	enabled	min-tokens	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	enabled	exclude-tests	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	enabled	min-statements	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions
size.class-count	Qualimetrix\Analysis\Evidence\Size\ClassCountOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\ClassCountOptions
size.class-count	Qualimetrix\Analysis\Evidence\Size\ClassCountOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\ClassCountOptions
size.class-count	Qualimetrix\Analysis\Evidence\Size\ClassCountOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\ClassCountOptions
size.method-count	Qualimetrix\Analysis\Evidence\Size\MethodCountOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\MethodCountOptions
size.method-count	Qualimetrix\Analysis\Evidence\Size\MethodCountOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\MethodCountOptions
size.method-count	Qualimetrix\Analysis\Evidence\Size\MethodCountOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\MethodCountOptions
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	enabled	exclude-promoted-only	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	enabled	exclude-readonly	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions
architecture.circular-dependency	Qualimetrix\Analysis\Evidence\CircularDependency\CircularDependencyOptions	(top)	direct-as-error	max-cycle-size	6-gate-vs-severity	max-cycle-size drops a cycle before a finding exists; direct-as-error only decides the severity of the cycles that survive (size<=2)	src/Analysis/Evidence/CircularDependency/CircularDependencyRule.php:56 (cited at :179) and CircularDependencyOptions.php:62
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	error	exclude-methods	6-measurement-input	changes the LCOM graph the verdict key is compared against (same class, different measured value)	src/Analysis/Evidence/Cohesion/LcomClassData.php:165 (value parsed at LcomOptions.php:53)
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	exclude-methods	threshold	6-measurement-input	changes the LCOM graph the verdict key is compared against (same class, different measured value)	src/Analysis/Evidence/Cohesion/LcomClassData.php:165 (value parsed at LcomOptions.php:53)
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	exclude-methods	warning	6-measurement-input	changes the LCOM graph the verdict key is compared against (same class, different measured value)	src/Analysis/Evidence/Cohesion/LcomClassData.php:165 (value parsed at LcomOptions.php:53)
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class	class.error	class.scope	6-measurement-input	scope=application selects a different measured metric for the same verdict key	src/Analysis/Evidence/Coupling/CboRule.php:171 (values validated at ClassCboOptions.php:96)
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class	class.scope	class.threshold	6-measurement-input	scope=application selects a different measured metric for the same verdict key	src/Analysis/Evidence/Coupling/CboRule.php:171 (values validated at ClassCboOptions.php:96)
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class	class.scope	class.warning	6-measurement-input	scope=application selects a different measured metric for the same verdict key	src/Analysis/Evidence/Coupling/CboRule.php:171 (values validated at ClassCboOptions.php:96)
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)|class	class.scope	scope	6-precedence-fill-in	the top-level scope is copied into the class level ONLY when the class level did not write one; the namespace level never receives it	src/Analysis/Evidence/Coupling/CboOptions.php:70-71 (flat branch) and :91-92 (nested branch)
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	error	exclude-readonly	6-subject-filter	readonly class removed from the subject set before the verdict key is read	src/Analysis/Evidence/Cohesion/LcomRule.php:126
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	error	min-methods	6-subject-filter	class below min-methods is never measured, so the verdict key is not consulted for it	src/Analysis/Evidence/Cohesion/LcomRule.php:130
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	exclude-readonly	threshold	6-subject-filter	readonly class removed from the subject set before the verdict key is read	src/Analysis/Evidence/Cohesion/LcomRule.php:126
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	exclude-readonly	warning	6-subject-filter	readonly class removed from the subject set before the verdict key is read	src/Analysis/Evidence/Cohesion/LcomRule.php:126
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	min-methods	threshold	6-subject-filter	class below min-methods is never measured, so the verdict key is not consulted for it	src/Analysis/Evidence/Cohesion/LcomRule.php:130
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	min-methods	warning	6-subject-filter	class below min-methods is never measured, so the verdict key is not consulted for it	src/Analysis/Evidence/Cohesion/LcomRule.php:130
complexity.wmc	Qualimetrix\Analysis\Evidence\Complexity\WmcOptions	(top)	error	exclude-data-classes	6-subject-filter	data class removed from the subject set before the verdict key is read	src/Analysis/Evidence/Complexity/WmcRule.php:86
complexity.wmc	Qualimetrix\Analysis\Evidence\Complexity\WmcOptions	(top)	exclude-data-classes	threshold	6-subject-filter	data class removed from the subject set before the verdict key is read	src/Analysis/Evidence/Complexity/WmcRule.php:86
complexity.wmc	Qualimetrix\Analysis\Evidence\Complexity\WmcOptions	(top)	exclude-data-classes	warning	6-subject-filter	data class removed from the subject set before the verdict key is read	src/Analysis/Evidence/Complexity/WmcRule.php:86
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	namespace	namespace.error	namespace.min-class-count	6-subject-filter	namespace below min-class-count skipped before the verdict key is read	src/Analysis/Evidence/Coupling/CboRule.php:216
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	namespace	namespace.min-class-count	namespace.threshold	6-subject-filter	namespace below min-class-count skipped before the verdict key is read	src/Analysis/Evidence/Coupling/CboRule.php:216
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	namespace	namespace.min-class-count	namespace.warning	6-subject-filter	namespace below min-class-count skipped before the verdict key is read	src/Analysis/Evidence/Coupling/CboRule.php:216
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	include-namespaces	max-distance-error	6-subject-filter	explicit list replaces auto-detection of which namespaces are measured at all	src/Analysis/Evidence/Coupling/DistanceRule.php:200
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	include-namespaces	max-distance-warning	6-subject-filter	explicit list replaces auto-detection of which namespaces are measured at all	src/Analysis/Evidence/Coupling/DistanceRule.php:200
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	include-namespaces	threshold	6-subject-filter	explicit list replaces auto-detection of which namespaces are measured at all	src/Analysis/Evidence/Coupling/DistanceRule.php:200
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	max-distance-error	min-class-count	6-subject-filter	namespace below min-class-count skipped before the verdict key is read	src/Analysis/Evidence/Coupling/DistanceRule.php:148
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	max-distance-warning	min-class-count	6-subject-filter	namespace below min-class-count skipped before the verdict key is read	src/Analysis/Evidence/Coupling/DistanceRule.php:148
coupling.distance	Qualimetrix\Analysis\Evidence\Coupling\DistanceOptions	(top)	min-class-count	threshold	6-subject-filter	namespace below min-class-count skipped before the verdict key is read	src/Analysis/Evidence/Coupling/DistanceRule.php:148
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class	class.max-error	class.min-afferent	6-subject-filter	class below min-afferent skipped before the verdict key is read	src/Analysis/Evidence/Coupling/InstabilityRule.php:181
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class	class.max-warning	class.min-afferent	6-subject-filter	class below min-afferent skipped before the verdict key is read	src/Analysis/Evidence/Coupling/InstabilityRule.php:181
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class	class.min-afferent	class.threshold	6-subject-filter	class below min-afferent skipped before the verdict key is read	src/Analysis/Evidence/Coupling/InstabilityRule.php:181
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.max-error	namespace.min-afferent	6-subject-filter	namespace below min-afferent skipped before the verdict key is read	src/Analysis/Evidence/Coupling/InstabilityRule.php:247
