# PROMISE LEDGER FOR CONFIGURATION FORMS AND COMPOSITION
# Each row states either an externally published promise or an explicit current decision for one input coordinate. Promises are read only from website documentation and contract docblocks; implementation bodies determine neither promised forms nor status.
# The denominator is generated from registered rule-option keys, CLI aliases, framework keys, non-rule configuration paths, interacting key pairs, and source-composition coordinates.
# PROMISED rows have a cited carrier. DECIDED rows record behavior where no carrier promises it. DEFERRED rows name a deliberately excluded interaction whose current behavior remains measurable.
# Carrier ranges are protected by promise-ledger-frozen-ranges.tsv. When a carrier changes, affected rows and hashes must be regenerated together; silent divergence is a failure.
# Source precedence and coexistence are separate coordinates: a later source may replace a value while sibling paths survive. Pair rows record the promised winner, outcome, and survival independently.
# decided_forms contains the complement observed or deliberately fixed where the carrier does not close the input set. Notes preserve the local rationale and exact code or documentation evidence.
# Columns: kind, coordinate, promised forms or interaction contract, carrier, status, note, decided forms. The expanded header row below is authoritative for field positions.
#
kind	door|rule|path|rule|rule	path|key_a|writer_low|key_low@writer_low|path@slot	promised_forms|key_b|writer_high|key_high@writer_high|l1/l2/l3	null_means|source_scope|path_scope|level|T1..T4	equivalences|coexistence|promised_winner|promised_outcome|promised_survival	carrier	status	note	decided_forms
pair	coupling.instability	class.enabled	class.threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=class	
pair	coupling.instability	enabled	max-error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	coupling.instability	enabled	max-warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	coupling.instability	enabled	namespace	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	coupling.instability	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	coupling.instability	namespace.enabled	namespace.max-error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=namespace	
pair	coupling.instability	namespace.enabled	namespace.max-warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=namespace	
pair	coupling.instability	namespace.enabled	namespace.min-afferent	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=namespace	
pair	coupling.instability	namespace.enabled	namespace.min-class-count	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=namespace	
pair	coupling.instability	namespace.enabled	namespace.threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=namespace	
pair	design.data-class	enabled	exclude-exceptions	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.data-class	enabled	exclude-promoted-only	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.data-class	enabled	exclude-readonly	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.data-class	enabled	min-members	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.data-class	enabled	wmc-threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.data-class	enabled	woc-threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.dit	enabled	error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.dit	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.dit	enabled	warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.god-class	class-loc-threshold	enabled	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.god-class	enabled	exclude-readonly	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.god-class	enabled	lcom-threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.god-class	enabled	min-criteria	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.god-class	enabled	min-methods	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.god-class	enabled	tcc-threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.god-class	enabled	wmc-threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.noc	enabled	error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.noc	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.noc	enabled	warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.type-coverage.param	enabled	error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.type-coverage.param	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.type-coverage.param	enabled	warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.type-coverage.property	enabled	error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.type-coverage.property	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.type-coverage.property	enabled	warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.type-coverage.return	enabled	error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.type-coverage.return	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	design.type-coverage.return	enabled	warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	duplication.clone	enabled	error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	duplication.clone	enabled	min-lines	same-source	compose	website/docs/rules/duplication.md:167	PROMISED	one documented yaml block writes `enabled` beside this key of the same rule | kind=6-gate; path=(top)	
pair	duplication.clone	enabled	min-tokens	same-source	compose	website/docs/rules/duplication.md:167	PROMISED	one documented yaml block writes `enabled` beside this key of the same rule | kind=6-gate; path=(top)	
pair	duplication.clone	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	duplication.clone	enabled	warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	maintainability.mi	enabled	error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	maintainability.mi	enabled	exclude-tests	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	maintainability.mi	enabled	min-statements	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	maintainability.mi	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	maintainability.mi	enabled	warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.class-count	enabled	error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.class-count	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.class-count	enabled	warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.method-count	enabled	error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.method-count	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.method-count	enabled	warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.property-count	enabled	error	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.property-count	enabled	exclude-promoted-only	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.property-count	enabled	exclude-readonly	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.property-count	enabled	threshold	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	size.property-count	enabled	warning	same-source	compose		DECIDED	no documented block writes `enabled` beside this key; the only `enabled` example stands alone. independent-key composition rule: a gate and a value it gates miss nothing when written together -> both apply | kind=6-gate; path=(top)	
pair	architecture.circular-dependency	direct-as-error	max-cycle-size	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-gate-vs-severity; path=(top)	
pair	cohesion.lcom	error	exclude-methods	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-measurement-input; path=(top)	
pair	cohesion.lcom	exclude-methods	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-measurement-input; path=(top)	
pair	cohesion.lcom	exclude-methods	warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-measurement-input; path=(top)	
pair	coupling.cbo	class.error	class.scope	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-measurement-input; path=class	
pair	coupling.cbo	class.scope	class.threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-measurement-input; path=class	
pair	coupling.cbo	class.scope	class.warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-measurement-input; path=class	
pair	coupling.cbo	class.scope	scope	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-precedence-fill-in; path=(top)|class	
pair	cohesion.lcom	error	exclude-readonly	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	cohesion.lcom	error	min-methods	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	cohesion.lcom	exclude-readonly	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	cohesion.lcom	exclude-readonly	warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	cohesion.lcom	min-methods	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	cohesion.lcom	min-methods	warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	complexity.wmc	error	exclude-data-classes	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	complexity.wmc	exclude-data-classes	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	complexity.wmc	exclude-data-classes	warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	coupling.cbo	namespace.error	namespace.min-class-count	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=namespace	
pair	coupling.cbo	namespace.min-class-count	namespace.threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=namespace	
pair	coupling.cbo	namespace.min-class-count	namespace.warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=namespace	
pair	coupling.distance	include-namespaces	max-distance-error	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	coupling.distance	include-namespaces	max-distance-warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	coupling.distance	include-namespaces	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	coupling.distance	max-distance-error	min-class-count	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	coupling.distance	max-distance-warning	min-class-count	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	coupling.distance	min-class-count	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	coupling.instability	class.max-error	class.min-afferent	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=class	
pair	coupling.instability	class.max-warning	class.min-afferent	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=class	
pair	coupling.instability	class.min-afferent	class.threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=class	
pair	coupling.instability	namespace.max-error	namespace.min-afferent	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=namespace	
pair	coupling.instability	namespace.max-error	namespace.min-class-count	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=namespace	
pair	coupling.instability	namespace.max-warning	namespace.min-afferent	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=namespace	
pair	coupling.instability	namespace.max-warning	namespace.min-class-count	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=namespace	
pair	coupling.instability	namespace.min-afferent	namespace.threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=namespace	
pair	coupling.instability	namespace.min-class-count	namespace.threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=namespace	
pair	design.data-class	exclude-exceptions	wmc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.data-class	exclude-exceptions	woc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.data-class	exclude-promoted-only	wmc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.data-class	exclude-promoted-only	woc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.data-class	exclude-readonly	wmc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.data-class	exclude-readonly	woc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.data-class	min-members	wmc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.data-class	min-members	woc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.god-class	class-loc-threshold	exclude-readonly	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.god-class	class-loc-threshold	min-methods	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.god-class	exclude-readonly	lcom-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.god-class	exclude-readonly	tcc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.god-class	exclude-readonly	wmc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.god-class	lcom-threshold	min-methods	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.god-class	min-methods	tcc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	design.god-class	min-methods	wmc-threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	duplication.clone	error	min-lines	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	duplication.clone	error	min-tokens	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	duplication.clone	min-lines	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	duplication.clone	min-lines	warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	duplication.clone	min-tokens	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	duplication.clone	min-tokens	warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	maintainability.mi	error	exclude-tests	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	maintainability.mi	error	min-statements	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	maintainability.mi	exclude-tests	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	maintainability.mi	exclude-tests	warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	maintainability.mi	min-statements	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	maintainability.mi	min-statements	warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	size.property-count	error	exclude-promoted-only	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	size.property-count	error	exclude-readonly	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	size.property-count	exclude-promoted-only	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	size.property-count	exclude-promoted-only	warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	size.property-count	exclude-readonly	threshold	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	size.property-count	exclude-readonly	warning	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-filter; path=(top)	
pair	code-smell.boolean-argument	allowed-prefixes	flag-promoted-properties	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-subject-vs-filter; path=(top)	
pair	architecture.layer-violation	empty-template-severity	severity	same-source	refuse		DECIDED	the accepted input set is closed before analysis: one key silently supersedes or contradicts the other; a silent fallback is what the ADR refuses | kind=6-superseded-refused; path=(top)	
pair	architecture.layer-violation	potential-shadow-severity	severity	same-source	refuse		DECIDED	the accepted input set is closed before analysis: one key silently supersedes or contradicts the other; a silent fallback is what the ADR refuses | kind=6-superseded-refused; path=(top)	
pair	architecture.layer-violation	severity	unreachable-layer-severity	same-source	refuse		DECIDED	the accepted input set is closed before analysis: one key silently supersedes or contradicts the other; a silent fallback is what the ADR refuses | kind=6-superseded-refused; path=(top)	
pair	duplication.clone	min-lines	min-tokens	same-source	compose		DECIDED	ADR 0061: independent options, no miss occurs, nothing to signal (row three) -> both apply | kind=6-two-filters-one-subject; path=(top)	
pair	code-smell.constructor-overinjection	error	threshold	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	code-smell.constructor-overinjection	error	warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
